"","Region and Level","RegionID","Fixed Effects Intercept","Effect of Year","Fixed Effects Std.Error","Fixed Effects df","Fixed Effects t-value","Fixed Effects p-value","Random Effects Intercept (SD)","Random Effects Residual (SD)","Log-restricted-likelihood","Number of Observations","Number of Groups"
"1","Dry Tortugas Region, All Corals","DRY TORT",-315.511901043269,0.15765823888451,0.0100921878828203,414,15.62180973195,1.40454871397308e-43,1.14781931100469,1.20711296464265,-17607.4340042679,10671,416
