"","Region and Level","RegionID","Fixed Effects Intercept","Effect of Year","Fixed Effects Std.Error","Fixed Effects df","Fixed Effects t-value","Fixed Effects p-value","Random Effects Intercept (SD)","Random Effects Residual (SD)","Log-restricted-likelihood","Number of Observations","Number of Groups"
"1","Florida Keys Region, All Corals","FLA KEYS",-375.326827934976,0.187456262544233,0.00645027563429291,1114,29.0617445164081,1.15786925570771e-138,1.28483319138287,1.03934199173105,-92104.1653559437,61768,1116
