"","Region and Level","RegionID","Fixed Effects Intercept","Effect of Year","Fixed Effects Std.Error","Fixed Effects df","Fixed Effects t-value","Fixed Effects p-value","Random Effects Intercept (SD)","Random Effects Residual (SD)","Log-restricted-likelihood","Number of Observations","Number of Groups"
"1","Southeast Region, All Corals","SE FL",-88.3120061180871,0.0448413032615405,0.0214447138013241,1371,2.09101896518534,0.0367100792635459,1.78540649160748,1.36119000631051,-2853.3209931298,1555,183
